"Variables ->","y","cpi","i","l_y","l_cpi","dl_cpi","l_y_tnd","l_y_gap","l_y_tnd0","l_y_gap0","l_y_tnd1","l_y_gap1","l_y_tnd2","l_y_gap2"
"Comments ->","US GDP at market prices, chain linked 2012 prices, seasonally adjusted","CPI US,  seasonally adjusted","Fed Funds effective interest rate (% p.a.)","US GDP at market prices, chain linked 2012 prices, seasonally adjusted","CPI US,  seasonally adjusted","CPI US,  seasonally adjusted","US GDP at market prices, chain linked 2012 prices, seasonally adjusted","US GDP at market prices, chain linked 2012 prices, seasonally adjusted","US GDP at market prices, chain linked 2012 prices, seasonally adjusted","US GDP at market prices, chain linked 2012 prices, seasonally adjusted","US GDP at market prices, chain linked 2012 prices, seasonally adjusted","US GDP at market prices, chain linked 2012 prices, seasonally adjusted","US GDP at market prices, chain linked 2012 prices, seasonally adjusted","US GDP at market prices, chain linked 2012 prices, seasonally adjusted"
"Class[Size] ->","Series[93-by-1]","Series[93-by-1]","Series[93-by-1]","Series[93-by-1]","Series[93-by-1]","Series[93-by-1]","Series[93-by-1]","Series[93-by-1]","Series[93-by-1]","Series[93-by-1]","Series[93-by-1]","Series[93-by-1]","Series[93-by-1]","Series[93-by-1]"
"2019Q2",18982.528,255.283,2.39667,985.1274256129104,554.2372733702879,3.130851316851476,983.4737290301066,1.653696582803832,983.6926193513734,1.434806261537005,983.8741110367399,1.25331457617051,982.6533689619129,2.474056650997568
"2019Q3",19112.653,256.225,2.19,985.8105855437454,554.6055964717626,1.473292405898974,983.8556655789171,1.954919964828377,983.8255116317853,1.985073911960171,984.1505830927796,1.660002450965862,982.8265028926373,2.98408265110811
"2019Q4",19202.31,257.7853333333333,1.64333,986.2785863278905,555.2127197239424,2.428493008719215,984.2310778547925,2.047508473097992,983.9202857941724,2.358300533718079,984.429174607482,1.849411720408511,983.0441333479665,3.234452979923958
"2020Q1",18951.992,258.618,1.26,984.9664323719494,555.5352069483847,1.289948897769136,984.6047377907477,0.361694581201732,984.0219928656983,0.9444395062511148,984.7137531275263,0.2526792444231205,983.3020626746586,1.664369697290795
"2020Q2",17258.205,256.4183333333334,0.06,975.6042961546782,554.6810225350422,-3.416737653370092,984.9826970125929,-9.378400857914698,984.1992668788637,-8.594970724185487,985.0093420819177,-9.405045927239485,983.5981147525849,-7.993818597906738
"2020Q3",18560.774,259.4376666666667,0.09333329999999999,982.8805708056869,555.8516468228534,4.682497151244661,985.3712332052521,-2.490662399565167,984.5301862612317,-1.64961545554479,985.3211228241893,-2.440552018502331,983.9311536926772,-1.050582886990242
"2020Q4",18767.778,260.879,0.09,983.9896742178796,556.405669829371,2.216092026070783,985.7707625531131,-1.781088335233449,985.0068797331244,-1.017205515244768,985.6483985541701,-1.658724336290447,984.2950474692445,-0.3053732513649265
"2021Q1",19055.655,263.5246666666667,0.08,985.5119186897188,557.4146975238325,4.036110777845806,986.1801445765633,-0.6682258868445388,985.6049798603079,-0.09306117058918062,985.9889471266781,-0.4770284369593583,984.6830074422923,0.8289112474265039
"2021Q2",19368.31,268.7603333333333,0.07000000000000001,987.1393504272538,559.3820028315108,7.869221230713265,986.5971256157809,0.54222481147292,986.2899471533959,0.8494032738578881,986.3395096938224,0.7998407334314379,985.0880541135441,2.051296313709713
"2021Q3",19478.893,273.1633333333334,0.09,987.7086748066381,561.0069906878784,6.499951425470499,987.0190343697648,0.6896404368733329,987.0263115112957,0.6823632953423839,986.6965292649382,1.012145541699851,985.5037260542539,2.204948752384212
"2021Q4",19806.29,278.4133333333334,0.08,989.3754843001723,562.9106820033751,7.614765261986577,987.4435384280208,1.931945872151459,987.7870968656526,1.588387434519632,987.0569487498201,2.318535550352181,985.9248438958712,3.450640404301112
"2022Q1",19727.918,284.6076666666667,0.12,988.9790068866695,565.1111623685987,8.801921460894391,987.8687364053277,1.110270481341786,988.5521507810656,0.4268561056038607,987.4183436492256,1.560663237443919,986.3476063628162,2.631400523853245
